,id,token,pos,check,paradigm_he,paradigm_lat,kwic,art,adj,noun,latin,chk_ann
9500,5553,אופן,NOUN,1,פן,-en,א רינדעכיגע אופן,a,rinde{k-ch}ige,a{u-o}{p-f}n,a rinde{k-ch}ige a{u-o}{p-f}n,NA
1066,2116,אוקריינישע,ADJ,1,ע,-e,די אוקריינישע שטעט,di,a{u-o}kreinische,schtet,di a{u-o}kreinische schtet,NA
1917,3869,אור-אלטע,ADJ,1,טע,-e,דאס אור-אלטע לאנד,d{a-o}ss,a{u-o}r-{a-o}lte,l{a-o}nd,d{a-o}ss a{u-o}r-{a-o}lte l{a-o}nd,1
596,1255,אוראַלטע,ADJ,1,טע,-e,די אוראַלטע שטאָט,di,a{u-o}r{a-o}ַlte,scht{a-o}ָt,di a{u-o}r{a-o}ַlte scht{a-o}ָt,1
2894,5901,אורבאנישע,ADJ,1,ע,-e,אן אורבאנישע געגנט,an,a{u-o}r{b-v}{a-o}nische,gegnt,an a{u-o}r{b-v}{a-o}nische gegnt,1
207,480,אזויגערופענע,ADJ,1,ע,-e,די אזויגערופענע סטריטקאר,di,{a-o}s{u-o}iger{u-o}{p-f}ene,sstritk{a-o}r,di {a-o}s{u-o}iger{u-o}{p-f}ene sstritk{a-o}r,1
1349,2682,אזויגערופענעם,ADJ,1,עם,-em,אן אזויגערופענעם היתר,an,{a-o}s{u-o}iger{u-o}{p-f}enem,hitr,an {a-o}s{u-o}iger{u-o}{p-f}enem hitr,1
1120,2239,אזיאטישע,ADJ,1,ע,-e,די אזיאטישע פארפארסער,di,{a-o}si{a-o}tische,{p-f}{a-o}r{p-f}{a-o}rsser,di {a-o}si{a-o}tische {p-f}{a-o}r{p-f}{a-o}rsser,1
1102,2206,אזיע,ADJ,1,ע,-e,דער אזיע קאנטינענט,der,{a-o}sie,k{a-o}ntinent,der {a-o}sie k{a-o}ntinent,1
1142,2276,אטאמאַנישע,ADJ,1,ע,-e,די אטאמאַנישע אימפעריע,di,{a-o}t{a-o}m{a-o}ַnische,im{p-f}erie,di {a-o}t{a-o}m{a-o}ַnische im{p-f}erie,1
3011,6146,אָטאָמאַנישע,ADJ,1,ע,-e,די אָטאָמאַנישע צייַטן,di,aָt{a-o}ָm{a-o}ַnische,zeiַtn,di aָt{a-o}ָm{a-o}ַnische zeiַtn,1
1136,2269,אטאמישע,ADJ,1,ע,-e,די אטאמישע ציפערן,di,{a-o}t{a-o}mische,zi{p-f}ern,di {a-o}t{a-o}mische zi{p-f}ern,1
7576,3221,אַטאָמישע,NOUN,1,ע,-e,די אייראפעישע אַטאָמישע,di,iir{a-o}{p-f}eische,aַt{a-o}ָmische,di iir{a-o}{p-f}eische aַt{a-o}ָmische,NA
1143,2282,אטאמנישע,ADJ,1,ע,-e,די אטאמנישע אימפעריע,di,{a-o}t{a-o}mnische,im{p-f}erie,di {a-o}t{a-o}mnische im{p-f}erie,1
9933,6085,אטאנאמיע,NOUN,1,ע,-e,א פילע אטאנאמיע,a,{p-f}ile,{a-o}t{a-o}n{a-o}mie,a {p-f}ile {a-o}t{a-o}n{a-o}mie,1
2988,6083,"אטאנאמיע,",ADJ,1,ע,-e,"אן אטאנאמיע,",an,"{a-o}t{a-o}n{a-o}mie,",NA,"an {a-o}t{a-o}n{a-o}mie,",NA
672,1405,אטאקירטע,ADJ,1,טע,-e,די אטאקירטע רבנים,di,{a-o}t{a-o}kirte,r{b-v}nim,di {a-o}t{a-o}kirte r{b-v}nim,1
4327,8908,"אטאקע,",ADJ,1,קע,-e,"אן אטאקע,",an,"{a-o}t{a-o}ke,",NA,"an {a-o}t{a-o}ke,",NA
4039,8237,אטלאנטישע,ADJ,1,ע,-e,די אטלאנטישע אינזלען,di,{a-o}tl{a-o}ntische,inslen,di {a-o}tl{a-o}ntische inslen,1
1189,2368,אטמאספערע.,ADJ,1,רע,-e,די אטמאספערע.,di,{a-o}tm{a-o}ss{p-f}ere.,NA,di {a-o}tm{a-o}ss{p-f}ere.,NA
3694,7516,"אטמעספערע,",ADJ,1,רע,-e,"דער אטמעספערע,",der,"{a-o}tmess{p-f}ere,",NA,"der {a-o}tmess{p-f}ere,",NA
2828,5763,אטעם-סיסטעם,ADJ,1,"c(""עם"", ""עם"")",-em,די אטעם-סיסטעם און,di,{a-o}tem-ssisstem,a{u-o}n,di {a-o}tem-ssisstem a{u-o}n,NA
4563,9345,"אטעם,",ADJ,1,עם,-em,"דעם אטעם,",dem,"{a-o}tem,",NA,"dem {a-o}tem,",NA
1177,2338,אָטעם־,ADJ,1,עם,-em,די אָטעם־,di,aָtem־,NA,di aָtem־,NA
2933,5978,אַטענטיקע,ADJ,1,קע,-e,א אַטענטיקע אפשטאם,a,aַtentike,a{p-f}scht{a-o}m,a aַtentike a{p-f}scht{a-o}m,NA
548,1167,איבערגעבליבענע,ADJ,1,ע,-e,די איבערגעבליבענע תורות,di,i{b-v}erge{b-v}li{b-v}ene,t{u-o}r{u-o}t,di i{b-v}erge{b-v}li{b-v}ene t{u-o}r{u-o}t,NA
10838,7181,איבערגעבלינע,NOUN,1,ע,-e,די איינציגע איבערגעבלינע,di,iinzige,i{b-v}erge{b-v}line,di iinzige i{b-v}erge{b-v}line,NA
235,549,איבערגעטריבענע,ADJ,1,ע,-e,אן איבערגעטריבענע מאס,an,i{b-v}ergetri{b-v}ene,m{a-o}ss,an i{b-v}ergetri{b-v}ene m{a-o}ss,NA
12471,9169,איבערגעצייגטע,NOUN,1,טע,-e,די דאזיגע איבערגעצייגטע,di,d{a-o}sige,i{b-v}ergezeigte,di d{a-o}sige i{b-v}ergezeigte,NA
12587,9313,איבערזיכטן,NOUN,1,טן,-en,די נעגאטיווע איבערזיכטן,di,neg{a-o}tiwe,i{b-v}ersi{k-ch}tn,di neg{a-o}tiwe i{b-v}ersi{k-ch}tn,NA
616,1297,איבעריגע,ADJ,1,גע,-e,די איבעריגע האבן,di,i{b-v}erige,h{a-o}{b-v}n,di i{b-v}erige h{a-o}{b-v}n,NA
333,737,"איבעריגע,",ADJ,1,גע,-e,"די איבעריגע,",di,"i{b-v}erige,",NA,"di i{b-v}erige,",NA
3123,6336,איבעריגע.,ADJ,1,גע,-e,די איבעריגע.,di,i{b-v}erige.,NA,di i{b-v}erige.,NA
1352,2687,איבעריקע,ADJ,1,קע,-e,די איבעריקע 7,di,i{b-v}erike,7,di i{b-v}erike 7,NA
860,1737,איבריגע,ADJ,1,גע,-e,די איבריגע ברענשטאף,di,i{b-v}rige,{b-v}renscht{a-o}f,di i{b-v}rige {b-v}renscht{a-o}f,NA
4552,9325,איבריקע,ADJ,1,קע,-e,די איבריקע ציווילע,di,i{b-v}rike,ziwile,di i{b-v}rike ziwile,NA
719,1499,"איגערקע,",ADJ,1,קע,-e,"דאס איגערקע,",d{a-o}ss,"igerke,",NA,"d{a-o}ss igerke,",NA
2249,4523,אידיעלע,ADJ,1,לע,-le,א אידיעלע פארזארגט,a,idiele,{p-f}{a-o}rs{a-o}rgt,a idiele {p-f}{a-o}rs{a-o}rgt,NA
2436,4897,איִדישע,ADJ,1,ע,-e,די איִדישע אמונה,di,iִdische,{a-o}m{u-o}nh,di iִdische {a-o}m{u-o}nh,NA
406,907,"אידישע,",ADJ,1,ע,-e,"א אידישע,",a,"idische,",NA,"a idische,",NA
5687,967,אידן,NOUN,1,דן,-en,די פרייע אידן,di,{p-f}reie,idn,di {p-f}reie idn,NA
3432,7004,אידעאַלאָגיע,ADJ,1,ע,-e,די אידעאַלאָגיע פֿון,di,ide{a-o}ַl{a-o}ָgie,{p-f}ֿ{u-o}n,di ide{a-o}ַl{a-o}ָgie {p-f}ֿ{u-o}n,NA
1307,2597,אידעאלעאגיע,ADJ,1,ע,-e,אן אידעאלעאגיע ווי,an,ide{a-o}le{a-o}gie,wi,an ide{a-o}le{a-o}gie wi,NA
1418,2816,"אידעלע""",ADJ,1,לע,-le,"א אידעלע""",a,"idele""",NA,"a idele""",NA
1335,2653,אידענטיטעט-קארטע.,ADJ,1,טע,-e,א אידענטיטעט-קארטע.,a,identitet-k{a-o}rte.,NA,a identitet-k{a-o}rte.,NA
2395,4812,אידענטיפיקאציע,ADJ,1,ע,-e,די אידענטיפיקאציע פון,di,identi{p-f}ik{a-o}zie,von,di identi{p-f}ik{a-o}zie von,NA
3302,6736,"אידענטיפיקאציע,",ADJ,1,ע,-e,"די אידענטיפיקאציע,",di,"identi{p-f}ik{a-o}zie,",NA,"di identi{p-f}ik{a-o}zie,",NA
12284,8947,אידענטיקל,NOUN,1,קל,-el,א באקאנטע אידענטיקל,a,{b-v}{a-o}k{a-o}nte,identikl,a {b-v}{a-o}k{a-o}nte identikl,NA
428,943,אידענע,ADJ,1,ע,-e,א אידענע אים,a,idene,im,a idene im,NA
9527,5589,אידעע,NOUN,1,ע,-e,א סענסאציאנאלע אידעע,a,ssenss{a-o}zi{a-o}n{a-o}le,idee,a ssenss{a-o}zi{a-o}n{a-o}le idee,NA
2006,4029,אידעע.,ADJ,1,ע,-e,די אידעע.,di,idee.,NA,di idee.,NA
3379,6894,אידשע,ADJ,1,ע,-e,די אידשע טראדיציע,di,idsche,tr{a-o}dizie,di idsche tr{a-o}dizie,NA
1098,2196,איטאליענישע,ADJ,1,ע,-e,די איטאליענישע מאפיא,di,it{a-o}lienische,m{a-o}{p-f}i{a-o},di it{a-o}lienische m{a-o}{p-f}i{a-o},NA
1357,2693,אייבערשטע,ADJ,1,טע,-e,די אייבערשטע ליפּ,di,ii{b-v}erschte,li{p-f}ּ,di ii{b-v}erschte li{p-f}ּ,NA
4134,8471,אייגנארטיגע,ADJ,1,גע,-e,אן אייגנארטיגע היימיש,an,iign{a-o}rtige,heimisch,an iign{a-o}rtige heimisch,NA
287,661,אייגנארטיקע,ADJ,1,קע,-e,די אייגנארטיקע אינפארמאציע,di,iign{a-o}rtike,in{p-f}{a-o}rm{a-o}zie,di iign{a-o}rtike in{p-f}{a-o}rm{a-o}zie,NA
5736,1021,אייגנשאפטן,NOUN,1,טן,-en,די פרינציפיעלע אייגנשאפטן,di,{p-f}rinzi{p-f}iele,iignsch{a-o}{p-f}tn,di {p-f}rinzi{p-f}iele iignsch{a-o}{p-f}tn,NA
3313,6775,אייגענארטיקע,ADJ,1,קע,-e,א אייגענארטיקע שול,a,iigen{a-o}rtike,sch{u-o}l,a iigen{a-o}rtike sch{u-o}l,NA
206,472,אייגענע,ADJ,1,ע,-e,אן אייגענע פינאנצירונג,an,iigene,{p-f}in{a-o}nzir{u-o}ng,an iigene {p-f}in{a-o}nzir{u-o}ng,NA
532,1131,אייגענעם,ADJ,1,עם,-em,אן אייגענעם הויף,an,iigenem,h{u-o}if,an iigenem h{u-o}if,NA
2891,5878,איידיע,ADJ,1,ע,-e,די איידיע פון,di,iidie,von,di iidie von,NA
448,981,איידעם,ADJ,1,עם,-em,אן איידעם ביים,an,iidem,{b-v}eim,an iidem {b-v}eim,NA
704,1475,"איידעם,",ADJ,1,עם,-em,"אן איידעם,",an,"iidem,",NA,"an iidem,",NA
2167,4351,איידעם.,ADJ,1,עם,-em,אן איידעם.,an,iidem.,NA,an iidem.,NA
2002,4016,אייזיגע,ADJ,1,גע,-e,א אייזיגע פראסטיגע,a,iisige,{p-f}r{a-o}sstige,a iisige {p-f}r{a-o}sstige,NA
11054,7438,אייזן,NOUN,1,זן,-en,די עלטסטע אייזן,di,eltsste,iisn,di eltsste iisn,NA
4842,9923,אייזענע,ADJ,1,ע,-e,די אייזענע רעדער,di,iisene,reder,di iisene reder,NA
1539,3063,אייזענעם,ADJ,1,עם,-em,אן אייזענעם האלטער,an,iisenem,h{a-o}lter,an iisenem h{a-o}lter,NA
815,1662,אייזערנעם,ADJ,1,עם,-em,אן אייזערנעם באל,an,iisernem,{b-v}{a-o}l,an iisernem {b-v}{a-o}l,NA
1478,2929,אייזקרעם.,ADJ,1,עם,-em,די אייזקרעם.,di,iiskrem.,NA,di iiskrem.,NA
1198,2384,איינגעבויגענע,ADJ,1,ע,-e,אן איינגעבויגענע רוקן,an,iinge{b-v}{u-o}igene,r{u-o}kn,an iinge{b-v}{u-o}igene r{u-o}kn,NA
2004,4018,איינגענעמע,ADJ,1,מע,-e,א איינגענעמע און,a,iingeneme,a{u-o}n,a iingeneme a{u-o}n,NA
1400,2772,איינגעפירטע,ADJ,1,טע,-e,די איינגעפירטע רולס,di,iinge{p-f}irte,r{u-o}lss,di iinge{p-f}irte r{u-o}lss,NA
7888,3637,איינגעקריצטע,NOUN,1,טע,-e,די ספעציעלע איינגעקריצטע,di,ss{p-f}eziele,iingekrizte,di ss{p-f}eziele iingekrizte,NA
4780,9811,איינגעשוואוירענע,ADJ,1,ע,-e,די איינגעשוואוירענע וועט,di,iingeschw{a-o}{u-o}irene,wet,di iingeschw{a-o}{u-o}irene wet,NA
3626,7395,איינגעשטעלטע,ADJ,1,טע,-e,די איינגעשטעלטע גייען,di,iingeschtelte,geien,di iingeschtelte geien,NA
1899,3848,"איינגעשטעלטע,",ADJ,1,טע,-e,"די איינגעשטעלטע,",di,"iingeschtelte,",NA,"di iingeschtelte,",NA
1096,2193,איינגעשפארטע,ADJ,1,טע,-e,די איינגעשפארטע אסירים,di,iingesch{p-f}{a-o}rte,{a-o}ssirim,di iingesch{p-f}{a-o}rte {a-o}ssirim,NA
265,618,איינגעשריבענע,ADJ,1,ע,-e,די איינגעשריבענע באצאלטע,di,iingeschri{b-v}ene,{b-v}{a-o}z{a-o}lte,di iingeschri{b-v}ene {b-v}{a-o}z{a-o}lte,NA
814,1661,אייניגע,ADJ,1,גע,-e,אן אייניגע רעאקציע,an,iinige,re{a-o}kzie,an iinige re{a-o}kzie,NA
160,396,אייניקע,ADJ,1,קע,-e,אן אייניקע קעפל,an,iinike,ke{p-f}l,an iinike ke{p-f}l,NA
7810,3546,איינסן,NOUN,1,סן,-en,די באזע איינסן,di,{b-v}{a-o}se,iinssn,di {b-v}{a-o}se iinssn,NA
2911,5946,איינע,ADJ,1,ע,-e,די איינע וואס,di,iine,w{a-o}ss,di iine w{a-o}ss,1
8691,4602,איינפירונגן,NOUN,1,גן,-en,די אינטערעסאנסטע איינפירונגן,di,interess{a-o}nsste,iin{p-f}ir{u-o}ngn,di interess{a-o}nsste iin{p-f}ir{u-o}ngn,NA
383,845,איינציגסטע,ADJ,1,טע,-e,דאס איינציגסטע מאל,d{a-o}ss,iinzigsste,m{a-o}l,d{a-o}ss iinzigsste m{a-o}l,NA
922,1847,איינציגע,ADJ,1,גע,-e,די איינציגע טאכטער,di,iinzige,t{a-o}{k-ch}ter,di iinzige t{a-o}{k-ch}ter,NA
769,1590,איינציקטע,ADJ,1,טע,-e,די איינציקטע פלאץ,di,iinzikte,{p-f}l{a-o}z,di iinzikte {p-f}l{a-o}z,NA
375,827,איינציקסטע,ADJ,1,טע,-e,דער איינציקסטע מדינה,der,iinziksste,mdinh,der iinziksste mdinh,NA
2061,4125,איינציקע,ADJ,1,קע,-e,א איינציקע טעג,a,iinzike,teg,a iinzike teg,NA
1562,3119,איינצעלע,ADJ,1,לע,-le,אן איינצעלע וואלוטע,an,iinzele,w{a-o}l{u-o}te,an iinzele w{a-o}l{u-o}te,NA
2903,5930,אייציגסטע,ADJ,1,טע,-e,די אייציגסטע אורזאך,di,iizigsste,a{u-o}rs{a-o}ch,di iizigsste a{u-o}rs{a-o}ch,NA
985,1944,אייראזאנע,ADJ,1,ע,-e,דער אייראזאנע אין,der,iir{a-o}s{a-o}ne,in,der iir{a-o}s{a-o}ne in,NA
96,233,אייראזאנע.,ADJ,1,ע,-e,דער אייראזאנע.,der,iir{a-o}s{a-o}ne.,NA,der iir{a-o}s{a-o}ne.,NA
10002,6169,אייראָפּעאישע,NOUN,1,ע,-e,די שכנותדיקע אייראָפּעאישע,di,sch{k-ch}n{u-o}tdike,iir{a-o}ָ{p-f}ּeische,di sch{k-ch}n{u-o}tdike iir{a-o}ָ{p-f}ּeische,NA
4122,8434,איירישע,ADJ,1,ע,-e,די איירישע האבן,di,iirische,h{a-o}{b-v}n,di iirische h{a-o}{b-v}n,NA
2477,4994,אילוזיע,ADJ,1,ע,-e,אן אילוזיע פון,an,il{u-o}sie,von,an il{u-o}sie von,NA
476,1029,אילוסטראציע,ADJ,1,ע,-e,די אילוסטראציע אונטן,di,il{u-o}sstr{a-o}zie,a{u-o}ntn,di il{u-o}sstr{a-o}zie a{u-o}ntn,NA
1619,3265,איליאדע,ADJ,1,דע,-e,די איליאדע (,di,ili{a-o}de,(,di ili{a-o}de (,NA
599,1261,איליאדע.,ADJ,1,דע,-e,די איליאדע.,di,ili{a-o}de.,NA,di ili{a-o}de.,NA
1636,3311,אימוניטישע,ADJ,1,ע,-e,אן אימוניטישע זכרון,an,im{u-o}nitische,s{k-ch}r{u-o}n,an im{u-o}nitische s{k-ch}r{u-o}n,NA
9539,5603,אימיגראנטן,NOUN,1,טן,-en,די אידישע אימיגראנטן,di,idische,imigr{a-o}ntn,di idische imigr{a-o}ntn,NA
904,1815,אימיגראציע,ADJ,1,ע,-e,די אימיגראציע קיין,di,imigr{a-o}zie,kein,di imigr{a-o}zie kein,NA
1144,2284,"אימפעריע,",ADJ,1,ע,-e,"דער אימפעריע,",der,"im{p-f}erie,",NA,"der im{p-f}erie,",NA
3514,7167,אימפעריע;,ADJ,1,ע,-e,דער אימפעריע;,der,im{p-f}erie;,NA,der im{p-f}erie;,NA
2657,5341,אימפעריע:,ADJ,1,ע,-e,די אימפעריע:,di,im{p-f}erie:,NA,di im{p-f}erie:,NA
1156,2303,אימפעריע.,ADJ,1,ע,-e,דער אימפעריע.,der,im{p-f}erie.,NA,der im{p-f}erie.,NA
1468,2899,אינאיינעם,ADJ,1,עם,-em,דאס אינאיינעם און,d{a-o}ss,iniinem,a{u-o}n,d{a-o}ss iniinem a{u-o}n,NA
5695,976,אינגע,NOUN,1,גע,-e,א גרופע אינגע,a,gr{u-o}{p-f}e,inge,a gr{u-o}{p-f}e inge,NA
2974,6055,אינדא-אייראפעאישע,ADJ,1,ע,-e,אן אינדא-אייראפעאישע שפראך,an,ind{a-o}-iir{a-o}{p-f}eische,sch{p-f}r{a-o}ch,an ind{a-o}-iir{a-o}{p-f}eische sch{p-f}r{a-o}ch,NA
1077,2159,אינדא-אריאנישע,ADJ,1,ע,-e,אן אינדא-אריאנישע שפראך,an,ind{a-o}-{a-o}ri{a-o}nische,sch{p-f}r{a-o}ch,an ind{a-o}-{a-o}ri{a-o}nische sch{p-f}r{a-o}ch,NA
2701,5455,אינדוסטריאליזירטע,ADJ,1,טע,-e,די אינדוסטריאליזירטע לענדער,di,ind{u-o}sstri{a-o}lisirte,lender,di ind{u-o}sstri{a-o}lisirte lender,NA
1049,2074,אינדוסטריע־,ADJ,1,ע,-e,דער אינדוסטריע־,der,ind{u-o}sstrie־,NA,der ind{u-o}sstrie־,NA
4796,9840,אינדוקציע,ADJ,1,ע,-e,דער אינדוקציע פֿונעם,der,ind{u-o}kzie,{p-f}ֿ{u-o}nem,der ind{u-o}kzie {p-f}ֿ{u-o}nem,NA
8757,4685,אינדזל,NOUN,1,זל,-el,א האלענדישע אינדזל,a,h{a-o}lendische,indsl,a h{a-o}lendische indsl,NA
1692,3427,אינדיאנישע,ADJ,1,ע,-e,די אינדיאנישע נאציאנאלע,di,indi{a-o}nische,n{a-o}zi{a-o}n{a-o}le,di indi{a-o}nische n{a-o}zi{a-o}n{a-o}le,NA
762,1577,אינדישע,ADJ,1,ע,-e,די אינדישע שטאטן,di,indische,scht{a-o}tn,di indische scht{a-o}tn,NA
1563,3120,אינדענטיפיקאציע,ADJ,1,ע,-e,אן אינדענטיפיקאציע סיסטעם,an,indenti{p-f}ik{a-o}zie,ssisstem,an indenti{p-f}ik{a-o}zie ssisstem,NA
4499,9242,אינוואַזיע,ADJ,1,ע,-e,די אינוואַזיע פון,di,inw{a-o}ַsie,von,di inw{a-o}ַsie von,NA
5907,1210,אינזלען,NOUN,1,לען,-len,די אגאישע אינזלען,di,{a-o}gische,inslen,di {a-o}gische inslen,1
4292,8799,אינטוויטאציע,ADJ,1,ע,-e,אן אינטוויטאציע מיט,an,intwit{a-o}zie,mit,an intwit{a-o}zie mit,NA
4339,8938,"אינטיפאדע,",ADJ,1,דע,-e,"די אינטיפאדע,",di,"inti{p-f}{a-o}de,",NA,"di inti{p-f}{a-o}de,",NA
3758,7641,אינטיפאדע.,ADJ,1,דע,-e,די אינטיפאדע.,di,inti{p-f}{a-o}de.,NA,di inti{p-f}{a-o}de.,NA
1606,3236,אינטעגראציע,ADJ,1,ע,-e,די אינטעגראציע אויפן,di,integr{a-o}zie,oifn,di integr{a-o}zie oifn,NA
10793,7128,אינטעגרירטן,NOUN,1,טן,-en,א קליינעם אינטעגרירטן,a,kleinem,integrirtn,a kleinem integrirtn,NA
1705,3452,אינטעליגענטע,ADJ,1,טע,-e,די אינטעליגענטע אויספלאנעווען,di,inteligente,a{u-o}iss{p-f}l{a-o}newen,di inteligente a{u-o}iss{p-f}l{a-o}newen,NA
1368,2712,אינטעראסאנטע,ADJ,1,טע,-e,די אינטעראסאנטע זאכן,di,inter{a-o}ss{a-o}nte,s{a-o}{k-ch}n,di inter{a-o}ss{a-o}nte s{a-o}{k-ch}n,NA
4482,9217,אינטעראקציע,ADJ,1,ע,-e,די אינטעראקציע צווישן,di,inter{a-o}kzie,zwischn,di inter{a-o}kzie zwischn,NA
3687,7506,אינטערדריקטע,ADJ,1,טע,-e,די אינטערדריקטע שווארצע,di,interdrikte,schw{a-o}rze,di interdrikte schw{a-o}rze,NA
1237,2459,אינטערנאַציאָנאַלע,ADJ,1,לע,-le,די אינטערנאַציאָנאַלע ליטעראַטור,di,intern{a-o}ַzi{a-o}ָn{a-o}ַle,liter{a-o}ַt{u-o}r,di intern{a-o}ַzi{a-o}ָn{a-o}ַle liter{a-o}ַt{u-o}r,NA
4287,8792,אינטערסאנטע,ADJ,1,טע,-e,א אינטערסאנטע אומזינסטיגע,a,interss{a-o}nte,a{u-o}msinsstige,a interss{a-o}nte a{u-o}msinsstige,NA
3644,7427,אינטערעסאנטסטע,ADJ,1,טע,-e,די אינטערעסאנטסטע זאכן,di,interess{a-o}ntsste,s{a-o}{k-ch}n,di interess{a-o}ntsste s{a-o}{k-ch}n,NA
511,1093,אינטערעסאנטע,ADJ,1,טע,-e,א אינטערעסאנטע מעשה,a,interess{a-o}nte,meschh,a interess{a-o}nte meschh,1
2285,4602,אינטערעסאנסטע,ADJ,1,טע,-e,די אינטערעסאנסטע איינפירונגן,di,interess{a-o}nsste,iin{p-f}ir{u-o}ngn,di interess{a-o}nsste iin{p-f}ir{u-o}ngn,NA
8681,4589,אינטערעסן,NOUN,1,סן,-en,די פינאנציעלע אינטערעסן,di,{p-f}in{a-o}nziele,interessn,di {p-f}in{a-o}nziele interessn,NA
255,592,אינטערעסע,ADJ,1,סע,-e,די אינטערעסע פון,di,interesse,von,di interesse von,NA
2082,4169,אינטרעסאנטע,ADJ,1,טע,-e,א אינטרעסאנטע זאך,a,intress{a-o}nte,s{a-o}ch,a intress{a-o}nte s{a-o}ch,1
1667,3376,אינלענדישע,ADJ,1,ע,-e,די אינלענדישע מעדיע,di,inlendische,medie,di inlendische medie,1
4185,8584,אינסטיטוציע,ADJ,1,ע,-e,אן אינסטיטוציע אין,an,insstit{u-o}zie,in,an insstit{u-o}zie in,NA
2708,5472,אינספּיראַציע,ADJ,1,ע,-e,די אינספּיראַציע פֿאַר,di,inss{p-f}ּir{a-o}ַzie,{p-f}ֿaַr,di inss{p-f}ּir{a-o}ַzie {p-f}ֿaַr,NA
822,1671,אינעווייניגסטע,ADJ,1,טע,-e,די אינעווייניגסטע טיילן,di,ineweinigsste,teiln,di ineweinigsste teiln,NA
1495,2974,אינערליכע,ADJ,1,כע,-e,אן אינערליכע שאָפּינג,an,inerli{k-ch}e,sch{a-o}ָ{p-f}ּing,an inerli{k-ch}e sch{a-o}ָ{p-f}ּing,NA
1437,2846,אינערלעכע,ADJ,1,כע,-e,אן אינערלעכע אייגנשאפט,an,inerle{k-ch}e,iignsch{a-o}{p-f}t,an inerle{k-ch}e iignsch{a-o}{p-f}t,NA
6502,1899,אינערן,NOUN,1,רן,-en,א שווערע אינערן,a,schwere,inern,a schwere inern,NA
1767,3594,אינפאָרמאציע,ADJ,1,ע,-e,די אינפאָרמאציע און,di,in{p-f}aָrm{a-o}zie,a{u-o}n,di in{p-f}aָrm{a-o}zie a{u-o}n,NA
2832,5773,אינפאָרמאַציע,ADJ,1,ע,-e,די אינפאָרמאַציע פון,di,in{p-f}aָrm{a-o}ַzie,von,di in{p-f}aָrm{a-o}ַzie von,NA
1721,3476,"אינפארמאציע,",ADJ,1,ע,-e,"די אינפארמאציע,",di,"in{p-f}{a-o}rm{a-o}zie,",NA,"di in{p-f}{a-o}rm{a-o}zie,",NA
1318,2617,אינפארמאציע.,ADJ,1,ע,-e,די אינפארמאציע.,di,in{p-f}{a-o}rm{a-o}zie.,NA,di in{p-f}{a-o}rm{a-o}zie.,NA
4747,9695,אינפלועציע,ADJ,1,ע,-e,די אינפלועציע ווירוס,di,in{p-f}l{u-o}ezie,wir{u-o}ss,di in{p-f}l{u-o}ezie wir{u-o}ss,NA
2400,4830,אינפעקציע,ADJ,1,ע,-e,אן אינפעקציע אויף,an,in{p-f}ekzie,a{u-o}if,an in{p-f}ekzie a{u-o}if,NA
1014,2003,אינקוויזיציע.,ADJ,1,ע,-e,דער אינקוויזיציע.,der,inkwisizie.,NA,der inkwisizie.,NA
184,425,איסטראנאמישע,ADJ,1,ע,-e,דעם איסטראנאמישע ציפער,dem,isstr{a-o}n{a-o}mische,zi{p-f}er,dem isstr{a-o}n{a-o}mische zi{p-f}er,NA
2790,5659,איסלאםישע,ADJ,1,ע,-e,די איסלאםישע וועלט,di,issl{a-o}mische,welt,di issl{a-o}mische welt,NA
1870,3790,איסלאַמישע,ADJ,1,ע,-e,די איסלאַמישע רעפובליק,di,issl{a-o}ַmische,re{p-f}{u-o}{b-v}lik,di issl{a-o}ַmische re{p-f}{u-o}{b-v}lik,NA
1863,3773,איסלאנדישע,ADJ,1,ע,-e,די איסלאנדישע באפעלקערונג,di,issl{a-o}ndische,{b-v}{a-o}{p-f}elker{u-o}ng,di issl{a-o}ndische {b-v}{a-o}{p-f}elker{u-o}ng,NA
3268,6662,איצטיגע,ADJ,1,גע,-e,די איצטיגע ליקווידאציעס,di,iztige,likwid{a-o}ziess,di iztige likwid{a-o}ziess,NA
1872,3792,איראנישע,ADJ,1,ע,-e,די איראנישע מעדן,di,ir{a-o}nische,medn,di ir{a-o}nische medn,NA
1903,3854,איראנע,ADJ,1,ע,-e,די איראנע מיליטער,di,ir{a-o}ne,militer,di ir{a-o}ne militer,NA
3056,6221,איראקישע,ADJ,1,ע,-e,די איראקישע פארטיי,di,ir{a-o}kische,{p-f}{a-o}rtei,di ir{a-o}kische {p-f}{a-o}rtei,NA
919,1841,איראקע,ADJ,1,קע,-e,די איראקע ארמיי,di,ir{a-o}ke,{a-o}rmei,di ir{a-o}ke {a-o}rmei,NA
95,232,אירישע,ADJ,1,ע,-e,דאס אירישע קעניגרייך,d{a-o}ss,irische,kenigreich,d{a-o}ss irische kenigreich,NA
1883,3814,אכאמענישע,ADJ,1,ע,-e,די אכאמענישע אימפעריע,di,{a-o}{k-ch}{a-o}menische,im{p-f}erie,di {a-o}{k-ch}{a-o}menische im{p-f}erie,1
1462,2887,אכזריות''דיגע,ADJ,1,גע,-e,די אכזריות''דיגע הענט,di,{a-o}{k-ch}sri{u-o}t''dige,hent,di {a-o}{k-ch}sri{u-o}t''dige hent,NA
