"","date","docname","from","to","pre","keyword","post","pattern"
"61","2013-09-19","zo_1225826.xhtml",303,303,"die Union die größte Regierungspartei . Damit wäre die Entscheidung leicht - gäbe es nicht die Möglichkeit , dass Parteien an der Fünfprozenthürde scheitern . Wer mit dem Gedanken spielt , FDP , Piraten oder","AfD","zu wählen , sollte bedenken , dass seine Stimme verloren gehen und so dem politischen Gegner nützen kann . Ganz einfach ist die Entscheidung dann immer noch nicht , wie unsere Grafik zeigt . Sie","AfD|AFD"
"62","2013-09-19","zo_1225895.xhtml",1043,1043,"Parteistratege formuliert es dieser Tage so : » Am Ende muss uns die Öffentlichkeit auffordern . « Gott , sind die schwierig ! Ich mache das hiermit einfach mal . Okay ? nächster Artikel :","AfD","Wie die Partei um Geld wirbt [ zur Übersicht Politik ] [ zum Ressort Dossier ] [ zur Ressort-Übersicht ]","AfD|AFD"
"63","2013-09-19","zo_1225917.xhtml",34,34,"[ nächster Artikel ] [ zur Übersicht Politik ] POLITIK DIE ZEIT N ° 39 / 13 » Geldbombe für Deutschland « Je näher die Wahl rückt , desto rechtspopulistischer gibt sich die","AfD",". Trotzdem könnte sie ins Parlament einziehen VON MARK SCHIERITZ Wenn es ums Geld geht , kennt die Kreativität der Alternative für Deutschland ( AfD ) keine Grenzen : Am Montag dieser Woche verbrannten Parteiaktivisten","AfD|AFD"
"64","2013-09-19","zo_1225917.xhtml",59,59,"näher die Wahl rückt , desto rechtspopulistischer gibt sich die AfD . Trotzdem könnte sie ins Parlament einziehen VON MARK SCHIERITZ Wenn es ums Geld geht , kennt die Kreativität der Alternative für Deutschland (","AfD",") keine Grenzen : Am Montag dieser Woche verbrannten Parteiaktivisten in blauen Ganzkörperkostümen falsche 500-Euro-Scheine vor dem Brandenburger Tor . Vom Dach eines umfunktionierten Feuerwehrwagens ( » Eurowehr « ) herab geißelte Parteisprecher Bernd Lucke","AfD|AFD"
"65","2013-09-19","zo_1225917.xhtml",207,207,"loslegen . In den überregionalen Tageszeitungen erscheinen ganzseitige Anzeigen , strategisch wichtige Regionen wie Berlin oder der Südwesten Deutschlands werden mit den blauen Plakaten regelrecht tapeziert . Um solche Aktivitäten zu finanzieren , braucht die","AfD","Geld . Am vergangenen Freitag gab Joachim Starbatty , der Berliner Spitzenkandidat , deshalb der FAZ ein Interview . Darin sprach er über die Finanzschwierigkeiten der Partei . Ihr drohten auf den letzten Metern die","AfD|AFD"
"66","2013-09-19","zo_1225917.xhtml",269,269,"Partei . Ihr drohten auf den letzten Metern die Mittel auszugehen . Keine 24 Stunden später wurde eine Internetseite freigeschaltet , über die online gespendet werden konnte . » Geldbombe für Deutschland « nannte die","AfD","diese Aktion . Innerhalb von zwei Tagen kamen 432 761 Euro zusammen - immerhin rund 15 Prozent der gesamten Wahlkampfkosten von etwa drei Millionen Euro . Im Schnitt überwies jeder der rund 6000 Geldgeber etwa","AfD|AFD"
"67","2013-09-19","zo_1225917.xhtml",312,312,"kamen 432 761 Euro zusammen - immerhin rund 15 Prozent der gesamten Wahlkampfkosten von etwa drei Millionen Euro . Im Schnitt überwies jeder der rund 6000 Geldgeber etwa 70 Euro . Auch sonst wird die","AfD","in der Regel mit kleineren und mittleren Beträgen unterstützt . Bislang ging eine einzige Großspende eines mittelständischen Bauunternehmers aus Baden-Württemberg ein . Das hat auch damit zu tun , dass Spenden ab 50 000 Euro","AfD|AFD"
"68","2013-09-19","zo_1225917.xhtml",387,387,"und es viele der Sympathisanten aus dem bürgerlichen Lager bislang noch vermeiden wollen , mit der Protestpartei öffentlich in Verbindung gebracht zu werden . Wenn , wie kürzlich geschehen , die blau vermummten Gestalten der","AfD","an den Außenwänden des Bundesfinanzministeriums in Berlin emporklettern , dann geht das den meisten Konservativen zu weit . Eine wichtige Rolle bei der Wahlkampffinanzierung spielt der von der Partei unabhängige Freundeskreis der AfD . Er","AfD|AFD"
"69","2013-09-19","zo_1225917.xhtml",420,420,"Gestalten der AfD an den Außenwänden des Bundesfinanzministeriums in Berlin emporklettern , dann geht das den meisten Konservativen zu weit . Eine wichtige Rolle bei der Wahlkampffinanzierung spielt der von der Partei unabhängige Freundeskreis der","AfD",". Er wurde vor rund acht Wochen gegründet und bezahlt die Zeitungsanzeigen . Koordiniert wird er von Wolfgang Haars - einem Rentner aus Salzgitter , der sich als Geschäftsführer des Vereins » Heimatvertriebenes Landvolk «","AfD|AFD"
"70","2013-09-19","zo_1225917.xhtml",486,486,"Vereins » Heimatvertriebenes Landvolk « für die » Wiedergutmachung des Unrechts gegenüber politischen Verfolgungsopfern « während der sowjetischen Besatzung in Ostdeutschland von 1945 bis 1949 einsetzt . Beatrix von Storch , eine führende Politikerin der","AfD","in Berlin , gehört ebenfalls diesem Milieu an . Schon als Studentin setzte sie sich für die Entschädigung des enteigneten Adels ein . Einige Parteimitglieder halten die Nähe zu diesen Kreisen für problematisch , Konsequenzen","AfD|AFD"
"71","2013-09-19","zo_1225917.xhtml",560,560,"nicht . Auch die Mitglieder der Freundeskreises scheuen die Öffentlichkeit . Wer dem Zirkel angehört - nach Angaben von Insidern eine » schlagkräftige Truppe « , zu der auch viele Unternehmer gehören- , sagt die","AfD","nicht . Eine wichtige Rolle spielt internen Dokumenten zufolge ein gewisser Dr . F . E . , ein Gönner der Partei , der von Beatrix von Storch per E-Mail über den Wahlkampf auf dem","AfD|AFD"
"72","2013-09-19","zo_1225917.xhtml",715,715,"Ich nehme an , dass es für das Springer-Haus nicht zu teuer war , sie anzustiften , sich unsere Unterlagen mit illegalen Methoden anzueignen « ) . Medienattacken dieser Art sind Teil der Selbstinszenierung der","AfD",". Sie stilisiert sich als Opfer einer Verschwörung aus » Altparteien « und » Massenmedien « , die die Partei und ihr Anliegen angeblich totschweigen . Auch die Wahlforschungsinstitute gehören aus Sicht der AfD zu","AfD|AFD"
"73","2013-09-19","zo_1225917.xhtml",749,749,"der AfD . Sie stilisiert sich als Opfer einer Verschwörung aus » Altparteien « und » Massenmedien « , die die Partei und ihr Anliegen angeblich totschweigen . Auch die Wahlforschungsinstitute gehören aus Sicht der","AfD","zu diesem Meinungskartell : Die Partei behauptet , sie werde kleingerechnet . Forsa hat sich jetzt dagegen gewehrt und eine vorläufige Verfügung gegen die AfD erwirkt , die diesen Vorwurf nicht wiederholen darf . Die","AfD|AFD"
"74","2013-09-19","zo_1225917.xhtml",774,774,"angeblich totschweigen . Auch die Wahlforschungsinstitute gehören aus Sicht der AfD zu diesem Meinungskartell : Die Partei behauptet , sie werde kleingerechnet . Forsa hat sich jetzt dagegen gewehrt und eine vorläufige Verfügung gegen die","AfD","erwirkt , die diesen Vorwurf nicht wiederholen darf . Die Kernanhängerschaft der AfD , die für Verschwörungstheorien aller Art nicht unempfänglich ist , dürfte sich durch den Gerichtsbeschluss in ihrer Kritik am politisch-medialen » Establishment","AfD|AFD"
"75","2013-09-19","zo_1225917.xhtml",787,787,"Meinungskartell : Die Partei behauptet , sie werde kleingerechnet . Forsa hat sich jetzt dagegen gewehrt und eine vorläufige Verfügung gegen die AfD erwirkt , die diesen Vorwurf nicht wiederholen darf . Die Kernanhängerschaft der","AfD",", die für Verschwörungstheorien aller Art nicht unempfänglich ist , dürfte sich durch den Gerichtsbeschluss in ihrer Kritik am politisch-medialen » Establishment « allerdings eher bestärkt fühlen . Dabei haben sowohl die Welt am Sonntag","AfD|AFD"
"76","2013-09-19","zo_1225917.xhtml",854,854,"die Welt am Sonntag als auch die FAZ bislang überwiegend wohlwollend über die Partei berichtetet - und Lucke war mehrmals Gast in Fernsehtalkshows . Nicht nur beim Geld , auch bei den Inhalten hat die","AfD","in den Wochen vor der Wahl eine Offensive gestartet . Konzentrierte sich die Partei in den Anfangstagen fast ausschließlich auf ihren wichtigsten Programmpunkt - die Auflösung der Währungsunion - , so hat sie zuletzt zunehmend","AfD|AFD"
"77","2013-09-19","zo_1225917.xhtml",973,973,"der Parteioberen können mit der Euro-Politik nur begrenzt Wähler mobilisiert werden , weil die Krise im Alltag der meisten Menschen in Deutschland keine Rolle spielt . Mit der Neuausrichtung könnte sich auch die Funktion der","AfD","im deutschen Parteiensystem ändern . Traf die Kritik am Euro noch auf Zustimmung aus allen politischen Lagern , so nehmen Luckes Leute nun klar Kurs auf den rechten Rand des Parteienspektrums - wo es Wählerstimmen","AfD|AFD"
"78","2013-09-19","zo_1225917.xhtml",1027,1027,"so nehmen Luckes Leute nun klar Kurs auf den rechten Rand des Parteienspektrums - wo es Wählerstimmen zu gewinnen gibt , seit die Union unter Angela Merkel in die Mitte gerückt ist . Wenn die","AfD","den Einzug in den Bundestag schafft , dürfte also vor allem Schwarz-Gelb ein Problem bekommen . Fotos : action press nächster Artikel : Zeitspiegel Daniel Barenboim erhält den Marion Dönhoff Preis [ zur Übersicht Politik","AfD|AFD"
"79","2013-09-19","zo_1226490.xhtml",65,65,"mischen sich in den Wahlkampf ein VON MARK SCHIERITZ Wenn am Sonntag die Wahllokale schließen , wird Joachim Starbatty erst einmal ausspannen . Der emeritierte Tübinger Wirtschaftsprofessor hat sich für die Alternative für Deutschland (","AfD",") zum Spitzenkandidaten in Berlin aufstellen lassen - und der Rhythmus des Wahlkampfs bestimmte zuletzt sein Leben . Im Wahlkampf schlägt eigentlich die Stunde der Politiker . Wenn es auf den Marktplätzen um die Stimmen","AfD|AFD"
"80","2013-09-19","zo_1226490.xhtml",139,139,", zählt der Instinkt und nicht die Expertise . Dieser Wahlkampf aber ist wie vielleicht kein anderer zuvor ein Wahlkampf der Ökonomen . Sie haben Parteiprogramme durchgerechnet , Aufrufe verfasst oder wie im Fall der","AfD","sogar eine Partei gegründet , die in den Bundestag einziehen könnte . Den Euro-Skeptikern helfen die akademischen Weihen ihrer Mitglieder ungemein . Sie ermöglichen es , die zentrale Forderung der Partei - die Rückabwicklung der","AfD|AFD"
"81","2013-09-19","zo_1226490.xhtml",663,663,". In einer Studie der Gewerkschaften zum Mindestlohn wird dagegen vorgerechnet , wie viel Kaufkraft durch den Mindestlohn geschaffen würde - ohne auf Arbeitsplatzverluste einzugehen . Die Politisierung der Ökonomie hat mit der Gründung der","AfD","ihren vorläufigen Höhepunkt erreicht . In ihrer Führungsriege geben die Ökonomen den Ton an . Bernd Lucke , der Sprecher der Partei , ist Professor für Makroökonomie an der Universität Hamburg . Als Kandidat agiert","AfD|AFD"
"82","2013-09-19","zo_1226490.xhtml",793,793,"revidieren , wenn sie nicht mehr durch Daten gedeckt sind . Ein Politiker muss seine Macht erhalten , es kommt selten vor , dass in der Politik Positionen korrigiert werden - und im Fall der","AfD","ist die Forderung nach der » geordneten Auflösung « der Euro-Zone sogar für die Partei konstitutiv . In der Ökonomenszene ist Luckes Truppe daher umstritten . Es gibt Wirtschaftsprofessoren , die sie unterstützen , weil","AfD|AFD"
"83","2013-09-26","zo_1227785.xhtml",828,828,". Die Mitte in Deutschland ist ziemlich genau da , wo sich die Union unter Merkel hinbewegt hat . Jede Bewegung weiter nach links ist für die CDU gefährlich , das zeigt der Erfolg der","AfD",". Der SPD gibt das wieder mehr Raum in der Mitte . Denn linker kann es für die Sozialdemokraten auch nicht werden , wenn sie Volkspartei bleiben will . Sigmar Gabriels Strategie ist mit einem","AfD|AFD"
"84","2013-09-26","zo_1227846.xhtml",272,272,"respektive bestraft . Das mag man gerecht finden , doch fehlt die Stimme gegen den Staat im Parlament nun ganz . Und einer alten BRD-Partei beim Kofferpacken zuzusehen stimmt viele zumindest nachdenklich . In der","AfD","wiederum sammeln sich mit relativem Erfolg all jene , denen die Union nicht konservativ genug und die FDP nicht ausreichend neoliberal ist . Das profilierte Bürgertum ist dabei allerdings nicht mehr in der Mitte oder","AfD|AFD"
"85","2013-09-26","zo_1227846.xhtml",414,414,"nun vom Horizont verschwunden . Erstmals hat die stärkste Fraktion nicht nur einen möglichen Koalitionspartner , sondern deren zwei Auf den ersten Blick stimmt das , wenn man die Stimmenanteile von Union , FDP und","AfD","addiert . Dennoch ist die These falsch . Umgekehrt wird daraus Geschichte : Nie zuvor haben die linken Parteien so sehr mit einer Stimme gesprochen wie diesmal , nie zuvor war das , was sie","AfD|AFD"
"86","2013-09-26","zo_1227829.xhtml",71,71,"Merkel , Bundeskanzlerin ( CDU ) , über vier weitere Jahre im Amt » Wir haben so viel an Entartungen von Demokratie in den letzten vier Jahren erlebt . « Bernd Lucke , Chef der","AfD",", über den Ausgang der Bundestagswahl » Es war die bitterste Niederlage - auch für mich persönlich . « Philipp Rösler , scheidender Chef der FDP , über seinen Rückzug aus der Parteispitze » Das","AfD|AFD"
"87","2013-09-26","zo_1227835.xhtml",101,101,"Hauptstadtstudio haben die Fernsehleute ihre Bühne für die Berliner Runde vorbereitet , ab 20.15 Uhr sollen hier die Spitzenkandidaten der Bundestagsparteien diskutieren . Sieben Tische und Stühle sind aufgebaut , man rechnet auch mit der","AfD","; als Vertreter der FDP ist Fraktionschef Rainer Brüderle eingeladen . Doch als am Nachmittag die ersten Prognosen durch die Hauptstadt wabern , schwant der Redaktion , dass Brüderles Platz nicht gebraucht werden wird .","AfD|AFD"
"88","2013-09-26","zo_1227835.xhtml",484,484,"ist ein Firmenlogo aufgedruckt ( » relexa hotels - Die feine Art « ) , darunter liest man Stichwörter in blauer Tinte . » Kein Blutrausch « lässt sich entziffern , » FDP verliert an","AfD","« und ein Satz , den Lindner später so ähnlich in die Kameras sprechen wird : » Nicht alles falsch , aber eben vieles auch nicht richtig . « Nicht alles falsch . Es sind","AfD|AFD"
"89","2013-09-26","zo_1227821.xhtml",1148,1148,"überzeugend gegen eine schleichende Sozialdemokratisierung ( sprich : expansive Staatsausgaben zu Lasten der Zukunft ) auftreten könnten , ohne den Blick für das Politische zu verlieren - wie man es von ihren Nachfolgern bei der","AfD","wohl sagen muss ? Das ist die Tragik eines ideal konzipierten Liberalismus . In Programm und Personal müsste er so gemeinwohlzentriert auftreten können , dass alle Demokraten denken : Eigentlich haben die Leute recht -","AfD|AFD"
"90","2013-09-26","zo_1227851.xhtml",284,284,"eine Entbürgerlichung . Zersplittert und ohnmächtig finden sich Bruchstücke dieser Bürgerlichkeit bei den außerparlamentarischen Oppositionskräften wieder Zersplittert und ohnmächtig finden sich Bruchstücke dieser Bürgerlichkeit dafür bei den außerparlamentarischen Oppositionskräften FDP und Alternative für Deutschland (","AfD",") wieder . Die FDP , was immer man sonst von ihr halten mag , hat den Schutz der Bürgerrechte und die Kontrolle der staatlichen Macht nie ganz als Markenzeichen preisgegeben . Vor allem aber","AfD|AFD"
"91","2013-09-26","zo_1227851.xhtml",409,409,"und Staatskritik Kompromisse machen wird - aus Angst vor dem Vorwurf der » sozialen Kälte « . Soziale Wärme freilich gibt es in der Rhetorik und Programmatik deutscher Parteien mehr als genug . In der","AfD","ist das Bürgerliche sowohl als kultureller Typus ( die Professoren und Edelpublizisten im Führungspersonal ) als auch im Sinne der Hausvatersorge um den Besitz ( Vorsicht , Schuldenunion ! ) unverkennbar . Allerdings kann noch","AfD|AFD"
"92","2013-09-26","zo_1227851.xhtml",458,458,"Führungspersonal ) als auch im Sinne der Hausvatersorge um den Besitz ( Vorsicht , Schuldenunion ! ) unverkennbar . Allerdings kann noch niemand sagen , ob sich nicht am Ende aus der liberalkonservativen Euro-Skepsis der","AfD","ein hässliches Generalressentiment gegen den Zeitgeist schlechthin herausentwickeln wird . Eine Art Breitbandwut über ungeliebte Gegenwartsphänomene wie Geldentwertung , Feminismus und Masseneinwanderung . Das wäre für die » Alternative « das Ende der Bürgerlichkeit .","AfD|AFD"
"93","2013-09-26","zo_1227851.xhtml",946,946,"traditionell nicht auf viel Ideologie angewiesen , aber ob sie sich weltanschaulich ganz entleeren kann , unter Auslagerung des Wirtschaftsliberalismus an eine sektenhaft gewordene FDP und des Konservativismus an ein paar knorrige Nobelsenioren bei der","AfD","- das ist nicht gewiss . Womöglich sackt auch das ganze imposante Gebäude des Merkelismus irgendwann in den Hohlraum zusammen , über dem es errichtet ist . Was man herkömmlicherweise , vor Jahrzehnten , unter","AfD|AFD"
"94","2013-09-26","zo_1227851.xhtml",1102,1102,"werden soll und in den Kirchen gegen den Sozialabbau gepredigt wird . Es ist sicher besser so . Ganz gut ist es vielleicht auch nicht . Foto [ M ] : plainpicture nächster Artikel :","Afd","Die Zukunft der Rechtspopulisten [ zur Übersicht Politik ] [ zum Ressort Dossier ] [ zur Ressort-Übersicht ]","AfD|AFD"
