"","x"
"153","16.02.2002 Lexikon Wirtschaft_& Plagiat fw Recht_&_Steuern Das Einreichen einer bereits geschriebenen Diplomarbeit, die Fälschung eines Picasso oder das Kopieren des Designs einer Kaffeekanne haben eines gemeinsam: alles ist <#MET Ideenklau #> - und damit ein Plagiat."
"154","Allerdings galt eine zitierende Übernahme damals eher als Ehrung für den <#MET Zitierten #>."
"155","Erst mit dem <#MET Eigentumsbegriff #> wurde das Plagiat ein rechtsfähiger Tatbestand."
"156","[...]geht_in_die_entscheidende_Phase Liberty Media muss Bundeskartellamt auf seine Seite ziehen / Frist läuft jetzt ab / US- Unternehmen will Stellung nehmen Das_Dilemma_des_Kartellamts Aus den Unternehmen Gewinneinbruch_bei_Dell * Wirtschaft & Politik Eichel_sieht_Trendwende_bei_der_Konjunktur Finanzminister erwartet Wirtschaftswachstum von drei Prozent - hohe Preissteigerung im Januar spricht dagegen Beamtenbund_und_BHW_haben_sich_verspekuliert Aktienverkauf geplatzt / Kaum Interesse am Kapitalmarkt Unternehmen Kirch-Gläubiger_Deutsche_Bank_zunehmend_isoliert Zerschlagungspläne stoßen auf Widerstand / Auch DZ Bank offenbar an ""konstruktiver Lösung"" interessiert Lufthansa_droht_ein_neuer_Streik Piloten der Cityline stimmen mit großer Mehrheit für Arbeitskampf Die_Ideen-Klauer Der ""Plagiarius""-Preis wird jedes Jahr an <#MET Produktpiraten #> verliehen Richter_gegen_Autos_im_Supermarkt Stabile_Preise_für_Einfamilienhäuser Commerzbank_will_Consors_kaufen Lexikon Plagiat Verbraucher Riester-Rente Ob_arm_oder_reich_-_der_Staat_zahlt_immer Ihre Fragen an die Experten: [...] Wie hoch sind die Zulagen?"
"157","[...]geht_in_die_entscheidende_Phase Liberty Media muss Bundeskartellamt auf seine Seite ziehen / Frist läuft jetzt ab / US- Unternehmen will Stellung nehmen Das_Dilemma_des_Kartellamts Aus den Unternehmen Gewinneinbruch_bei_Dell * Wirtschaft & Politik Eichel_sieht_Trendwende_bei_der_Konjunktur Finanzminister erwartet Wirtschaftswachstum von drei Prozent - hohe Preissteigerung im Januar spricht dagegen Beamtenbund_und_BHW_haben_sich_verspekuliert Aktienverkauf geplatzt / Kaum Interesse am Kapitalmarkt Unternehmen Kirch-Gläubiger_Deutsche_Bank_zunehmend_isoliert Zerschlagungspläne stoßen auf Widerstand / Auch DZ Bank offenbar an ""konstruktiver Lösung"" interessiert Lufthansa_droht_ein_neuer_Streik Piloten der Cityline stimmen mit großer Mehrheit für Arbeitskampf Die_Ideen-Klauer Der ""Plagiarius""-Preis wird jedes Jahr an Produktpiraten verliehen Richter_gegen_Autos_im_Supermarkt Stabile_Preise_für_Einfamilienhäuser Commerzbank_will_Consors_kaufen Lexikon Plagiat Verbraucher Riester-<#MET Rente #> Ob_arm_oder_reich_-_der_Staat_zahlt_immer Ihre Fragen an die Experten: [...] Wie hoch sind die Zulagen?"
"158","Aber auch bei weniger offensichtlichen Plagiaten können Dozenten <#MET Betrügern #> relativ leicht auf die Schliche kommen."
"159","Setzt man die verdächtigen Wortwendungen in Anführungszeichen, holt die Suchmaschine Dokumente mit identischen <#MET Formulierungen #> aus dem Web – das Original zum Plagiat."
"160","Setzt man die verdächtigen Wortwendungen in Anführungszeichen, holt die Suchmaschine Dokumente mit identischen Formulierungen aus dem Web – das <#MET Original #> zum Plagiat."
"161","Ebenso wichtig wie Maßnahmen gegen die <#MET Herstellung #> von Plagiaten sind solche im Rahmen der zollrechtlichen Möglichkeiten."
"162","Der letzte manuelle <#MET Vergleich #> und die Entscheidung, ob tatsächlich ein Plagiat vorliegt, kann ihnen nicht abgenommen werden."
"163","Drei konkurrierende Zeitschriften gibt es nur über die sündhaft teuren Vuitton- Taschen, von denen fast jede <#MET Japanerin #> mindestens zwei besitzt."
"164","Das Plagiat seiner Argumente, ein Fähnchen aus Neid und <#MET Verachtung #> war dieses Nachthemd."
"165","Obwohl die Hersteller mit aufwändigen <#MET Kennzeichnungen #>, Sicherheitsfäden und Hologrammen arbeiten, kopieren die Fälscher alles von Achsen und Bremsbelägen bis hin zu Windschutzscheiben."
"166","Diese haben sich 2002 als besonders dreist beim <#MET Kopieren #> von Produkten erwiesen."
"167","Diese haben sich 2002 als besonders dreist beim Kopieren von <#MET Produkten #> erwiesen."
"168","Das Geschäft mit Plagiaten und <#MET Markenpiraterie #> boomt."
"169","An Paul Celan muss man hier denken, der mit seiner ""Todesfuge"" der Einzige gewesen ist, der in Gruppe 47 durchfiel (""eine <#MET Schande #>"")."
"170","schickte er vor zwei Jahren einen wütenden Brief an alle Redaktionen im Lande, in dem vor „Plagiaten und <#MET Fälschungen #> des Bauhaus-Erbes gewarnt wurde."
"171","Wer dann kein <#MET Exemplar #> seiner Dissertation oder nur ein billiges Plagiat vorweisen kann, für den gibt es ein böses Erwachen."
"172","<#MET Stichwort #>: Plagiat."
"173","Jedem Detail des Originals huldigen sie mit einer Inbrunst, die nicht recht zwischen Plagiat und <#MET Persiflage #> zu unterscheiden weiß."
"174","Das mag zwar die legale Form des Plagiats sein, doch lustiger wird ein Witz durch ständige <#MET Wiederholung #> nur bedingt."
"175","Die Hamburger Frisöre von „cut for friends“, die sich als „Berlin“- Jacken- Erfinder sahen, hatten Klage eingereicht, weil sie in dem <#MET Produkt #> von „Look54 aus der Hauptstadt ein Plagiat sahen."
"176","Doch das Gericht schlug einen <#MET Vergleich #> vor."
"177","<#MET Fälschung #>!"
"178","Den zweiten Platz bekam eine chinesische Firma für die <#MET Kopie #> einer Isolierkanne von Alfi."
"179","30.04.2004 warnt vor Handelspiraten aus Osteuropa Zunahme bei <#MET Fälschungen #> und Plagiaten befürchtet (dpa)."
"180","Sonderbar, dass - außer einigen <#MET Auszügen #>, die schon im Jahr 1815 veröffentlicht wurden - in Deutschland bisher keine Ausgabe existierte; zumal ""Lewis & Clark"" auch zu den Lieblingsbüchern von Arno Schmidt zählte."
"181","Weber-Wulff verlangt statt <#MET Hausarbeiten #> immer häufiger Portfolios von ihren Studenten:"
"182","Bei der Strukturübernahmehält sich der Autor an die Reihenfolge von <#MET Gedanken #> eines anderen Autors."
"183","Immer häufiger fragen sich Lehrer und Professoren: <#MET Korrigiere #> ich ein Original oder sitze ich vor einem Plagiat?"
"184","Immer häufiger fragen sich Lehrer und Professoren: Korrigiere ich ein <#MET Original #> oder sitze ich vor einem Plagiat?"
"185","""Es mehren sich die <#MET Hinweise #>, dass ein kleiner, aber wachsender Teil der Studierenden Plagiate vorlegt"", sagt der Präsident des Deutschen Hochschulverbandes, Hartmut Schiedermair."
"186","Der künftige Plagiat-Experte kann die Aufsätze als Plagiat oder als <#MET Original #> einstufen und erhält dann die Auflösung samt Tipps: ""Wie hätte ich das Plagiat erkennen können?"" und ""Wie hätte ich es mit Google gefunden?"""
"187","Tatsächlich genügt es oft, ganze Sätze aus einem mutmaßlichen Plagiat in die Suchmaschine einzugeben, um die <#MET Quelle #> des Textes zu finden und den Kopierer zu entlarven."
"188","Tatsächlich genügt es oft, ganze Sätze aus einem mutmaßlichen Plagiat in die Suchmaschine einzugeben, um die Quelle des Textes zu finden und den <#MET Kopierer #> zu entlarven."
"189","Meist geht der Schuss nach hinten los, und das Plagiat wird letztendlich teurer als das <#MET Original #>. Denn die Montage dauert länger, die Lackierung ist auf dem minderwertigen Material aufwändiger und teurer, und nicht selten platzt der Lack frühzeitig ab."
"190","Anhand von <#MET Beispiel #>-Aufsätzen können die Nutzer selbst herausfinden, ob es sich um ein Plagiat handelt, und sich Fragen beantworten:"
"191","Ab hier gab es nur zwei Wege: Plagiat oder radikalen <#MET Neubeginn #>."
"192","Immer mehr deutsche Unternehmen geraten dadurch in einen Teufelskreis: Um mit den preiswerten Plagiaten der eigenen <#MET Produkte #> konkurrieren zu können, steigt der Druck, personalintensive Fertigung ins Billiglohnland China zu verlagern."
"193","die <#MET Idee #> haben Sie geklaut."
"194","Nachdem es nun auch seitens der FH keine Einwände zur öffentlichen Arbeit gibt (angsichts der derzeit laufenden Plagiats und Urheberrechtsdiskussionen erfreulich)steht einer inhaltlichen <#MET Aufbereitung #> und Vernetzung des Weblogs nichts mehr im Wege ausser meine Zeitnot."
"195","“Das ist der wohl weltweit größte <#MET Aufgriff #> von Plagiaten”, sagte der Präsident der Oberfinanzdirektion Hamburg, Horst Kallenbach."
"196","Darüber hinaus ist der Charakter Jesus, der ein literarischer und astrologischer <#MET Hybrid #> ist, ein überaus deutliches Plagiat des Ägyptischen Sonnengottes Horus."
"197","Zum <#MET Beispiel #> wurden die Wände des Tempels in Luxor in Ägypten vor 3500 Jahren mit Bildern der Kundgebung, der wundersamen Empfängnis, der Geburt und der Anbetung von Horus beschriften."
"198","(vgl.: http://www.heise.de/tp/r4/artikel/24/24006/1.html) Aber eben nicht nur physisches <#MET Copy/Paste #> oder bloßes Plagiat, sondern die Einengung der Argumente auf “Strg + Taste”."
"199","aus zwei Büchern abschreiben = <#MET Essay #>;"
"200","Copy, Shake, and <#MET Paste #>."
"201","Besucher können an circa 250 <#MET Originalen #> und Plagiaten das Können von Produktpiraten im „Plagiarius“ studieren."
"202","Besucher können an circa 250 Originalen und Plagiaten das Können von <#MET Produktpiraten #> im „Plagiarius“ studieren."
"203","<#MET Zitate #> ohne Quellenangaben können im Extremfall ein Plagiat sein."
"204","Und wenn man im wissenschaftlichen <#MET Kontext #> zitiert, dann hat das so wenig mit einem Plagiat zu tun, wie meine Bleistiftkritzeleien mit einem Gemälde Rembrandts."
"205","das Buch ""Black Gold: The New Frontier in Oil for Investors"" des Wiley-Autors George Orwel.1 Orwel hatte darin zwei komplette Seiten mit einem Wikipediaeintrags gefüllt, allerdings ohne auf seine <#MET Quelle #> zu verweisen."
"206","Und grundsätzlich ist ja gegen gekonnt gemachte Me-too-<#MET Produkte #> nichts einzuwenden."
"207","Das ursprüngliche Plagiat gibt´s zum <#MET Vergleich #> noch einmal hier zu sehen."
"208","Was heisst hier eigentlich Plagiat: Wo alles Made in China ist, das sogenannte <#MET Original #> wie sein Plagiat, ist dann nicht der einzige Unterschied die Sanktionierung durch den Konzern des Labels?"
"209","Doch wir haben uns bei der Entwicklung von Bikemap viel mehr von GPSies (und einigen anderen) als von Jogmap inspirieren lassen – aber zwischen <#MET Inspiration #> und Plagiat ist halt ein Unterschied."
"210","” Themen: Kreativwirtschaft · Technologie · Urheberrecht · Urteile · Youtube + Video · <#MET Zitat #> + Plagiat · Ökonomie Schlagwörter: ASCAP Blu-Ray Digital Cinema Initiative EU-Parlament Hollywood Journalismus Kino Kopierschutz Musik Musikindustrie Project Playlist PRS RIAA Rock Band Sony Viacom We7."
"211","” Themen: Literatur · Urheberrecht · Youtube + Video · <#MET Zitat #> + Plagiat"
"212","Ein Wiesbadener Jurist warf ihm daraufhin ein Plagiat vor, denn <#MET Inszenierungen #> seien als “geistige Schöpfung…natürlich geschützt”."
"213","Ein Wiesbadener Jurist warf ihm daraufhin ein Plagiat vor, denn Inszenierungen seien als “geistige <#MET Schöpfung…natürlich #> geschützt”."
"214","Themen: Creative Commons + <#MET Lizenzen #> · Politik + Recht · Zitat + Plagiat · Ökonomie Schlagwörter: Bitkom Fernsehen Jammie Thomas Kopierschutz Privatkopie Recht am Bild RIAA Schrankenbestimmungen Tanya Andersen Urheberpersönlichkeitsrecht USA verwaiste Werke Zitate ZPÜ"
"215","Themen: Creative Commons + Lizenzen · Politik + Recht · <#MET Zitat #> + Plagiat · Ökonomie Schlagwörter: Bitkom Fernsehen Jammie Thomas Kopierschutz Privatkopie Recht am Bild RIAA Schrankenbestimmungen Tanya Andersen Urheberpersönlichkeitsrecht USA verwaiste Werke <#MET Zitat #>e ZPÜ"
"216","Themen: Creative Commons + Lizenzen · Politik + Recht · Zitat + Plagiat · Ökonomie Schlagwörter: Bitkom Fernsehen Jammie Thomas Kopierschutz <#MET Privatkopie #> Recht am Bild RIAA Schrankenbestimmungen Tanya Andersen Urheberpersönlichkeitsrecht USA verwaiste Werke Zitate ZPÜ"
"217","Cramer berichtete, wie schon der Comte de Lautréamont ca. 1870 das Plagiat als notwendig für den kulturellen <#MET Fortschritt #> propagierte."
"218","Themen: Creative Commons + Lizenzen · In eigener Sache · Kunst · Tagung · Urheberrecht · <#MET Zitat #> + Plagiat Schlagwörter: Gemeinfreiheit Public Domain"
"219","Themen: Literatur · <#MET Zitat #> + Plagiat Schlagwörter: Edgar Allen Poe Hans Schmid Telepolis USA"
"220","Sogar ein durchschnittlicher Realschullehrer wird die <#MET Quelle #> über Google finden – auf dem gleichen Weg also, wie seine Schüler – falls ihm ein Verdacht kommt."
"221","Das Bild oben ist übrigens ein Plagiat des Bildes “Die <#MET Erschaffung #> des Adam” des Herrn Michelangelo."
"222","Ich rede hier ja von Inspirationen, nicht davon, etwas direkt zu kopieren und dann als eine eigene <#MET Idee #> auszugeben."
"223","Themen: Arbeit · Urheberrecht · Youtube + Video · <#MET Zitat #> + Plagiat Schlagwörter: Dokumentarfilm Schrankenbestimmungen <#MET Zitat #>e"
"224","Im Übrigen wäre es vielleicht gerade wegen dieses Risikos (das Dir ja offenbar durchaus bewusst ist) sinnvoll, vor der Veröffentlichung eine kurze Google-Suche durchzuführen, um zu schauen, ob vielleicht tatsächlich jemand schon auf den gleichen <#MET Gedanken #> gekommen ist."
"225","Der Energieriese weise angeblich eine allzu markante <#MET Ähnlichkeit #> mit dem Filmmonster Shrek auf."
"226","1. Der Herr kennt den Unterschied zwischen einer <#MET Kopie #> (Plagiat) und einem Diebstahl (Eigentum geht verloren) nicht."
"227","1. Der Herr kennt den Unterschied zwischen einer Kopie (Plagiat) und einem <#MET Diebstahl #> (Eigentum geht verloren) nicht."
"228","1. Der Herr kennt den Unterschied zwischen einer Kopie (Plagiat) und einem Diebstahl (<#MET Eigentum #> geht verloren) nicht."
"229","Als Werber kann man ein Plagiat einfach als <#MET Lob #> verstehen."
"230","(Beifall beim BÜNDNIS 90 / DIE GRÜNEN – Hartfrid Wolff [Rems-Murr] [FDP]: Zu spätes <#MET Kopieren #>!) – Der Vorwurf eines Plagiats ist nur dann berechtigt, wenn ich daraus einen unsittlichen Gewinn erziele, den Sie dann nicht mehr haben."
"231","Originalhersteller, die für defekte <#MET Produkte #> haften müssen, weil diese nicht als Plagiat erkannt worden sind, haben mit hohen Kosten und einem Imageschaden zu kämpfen."
"232","Schätzungen gehen davon aus, dass jede fünfte <#MET Hausarbeit #> in die Kategorie „Plagiat“ fällt."
"233","Hier macht sich jemand <#MET Gedanken #> darüber, ob eBooks irgendwelche Auswirkungen auf die Länge von Büchern haben werden."
"234","Die einen brandmarken die <#MET Übernahme #> von Formulierungen (wörtlich oder in überarbeiteteter, aber durchaus wiedererkennbarer Form) als jedenfalls ethisch verwerfliches Plagiat, vor allem weil der eigentliche Autor – der Blogger Airen – nicht genannt wurde (erst in der zweiten Auflage des Buches taucht er in der Danksagung auf)."
"235","Die einen brandmarken die Übernahme von <#MET Formulierungen #> (wörtlich oder in überarbeiteteter, aber durchaus wiedererkennbarer Form) als jedenfalls ethisch verwerfliches Plagiat, vor allem weil der eigentliche Autor – der Blogger Airen – nicht genannt wurde (erst in der zweiten Auflage des Buches taucht er in der Danksagung auf)."
"236","Themen: Autor + Text · Bücher · Literatur · Urheberrecht · <#MET Zitat #> + Plagiat Schlagwörter: Blogs Feuilleton Helene Hegemann"
"237","Man beachte, dass es sich dabei nicht um ein Plagiat handelt, da ich erstens die <#MET Quelle #> (Helene Hegemann: Axolotl Roadkill, ullstein Verlag Berlin 2010) angegeben und mir zweitens den nicht vorhandenen roten Faden zweimal um den Finger gewickelt habe."
"238","Sprechen wir von einem Plagiat, dann sprechen wir vom <#MET Diebstahl #> geistiges Eigentums."
"239","Sprechen wir von einem Plagiat, dann sprechen wir vom Diebstahl geistiges <#MET Eigentums #>."
"240","Ich will mich jetzt nicht auf die Geschichte selber stürzen sondern eher allgemein über das Thema Plagiat und eigene <#MET Ideen #> schreiben."
"241","Die Grenze zwischen Plagiat und <#MET Übernahme #> von Ideen (die ja nichts Handfestes und dadurch nicht schützbar sind) ist meines Wissens nicht immer so ganz klar gezogen (es sei denn natürlich, es werden wortwörtlich Passagen übernommen) – was es schwerer macht, dagegen anzugehen."
